bgrp,IWDP_Pop,BWDP_Pop,IWDP_Pct,BWDP_Pct
170310101001,500,117,81.0400009155,18.9599990845
170310101002,2285,44,98.1100006104,1.88999998569
170310101003,1735,145,92.2900009155,7.71000003815
170310102011,1402,46,96.8199996948,3.18000006676
170310102012,3804,40,98.9599990845,1.03999996185
170310102013,1069,16,98.5299987793,1.47000002861
170310102021,1237,99,92.5899963379,7.40999984741
170310102022,1553,16,98.9800033569,1.01999998093
170310103001,928,10,98.9300003052,1.07000005245
170310103002,2073,64,97.0100021362,2.99000000954
170310103003,1583,33,97.9599990845,2.03999996185
170310103004,1446,2,99.8600006104,0.140000000596
170310104001,1320,36,97.3499984741,2.65000009537
170310104002,801,39,95.3600006104,4.63999986649
170310104003,2110,567,78.8199996948,21.1800003052
170310105011,841,51,94.2799987793,5.71999979019
170310105012,1814,47,97.4700012207,2.52999997139
170310105013,1299,4,99.6900024414,0.310000002384
170310105021,1254,0,100.0,0.0
170310105022,1767,74,95.9800033569,4.01999998093
170310105031,1482,50,96.7399978638,3.25999999046
170310105032,791,13,98.3799972534,1.62000000477
170310106001,1877,42,97.8099975586,2.19000005722
170310106002,813,79,91.1399993896,8.85999965668
170310106003,1867,0,100.0,0.0
170310106004,1456,18,98.7799987793,1.22000002861
170310107011,1581,77,95.3600006104,4.63999986649
170310107012,2064,84,96.0899963379,3.91000008583
170310107021,1455,88,94.3000030518,5.69999980927
170310107022,1082,16,98.5400009155,1.46000003815
170310107023,1499,107,93.3399963379,6.65999984741
170310107024,860,34,96.1999969482,3.79999995232
170310201001,2227,135,94.2799987793,5.71999979019
170310201002,835,770,52.0200004578,47.9799995422
170310202001,1663,8,99.5199966431,0.479999989271
170310202002,1315,166,88.7900009155,11.2100000381
170310202003,1260,425,74.7799987793,25.2199993134
170310202004,1897,15,99.2200012207,0.77999997139
170310203011,703,828,45.9199981689,54.0800018311
170310203012,1215,153,88.8199996948,11.1800003052
170310203013,1794,76,95.9400024414,4.05999994278
170310203021,1310,0,100.0,0.0
170310203022,986,0,100.0,0.0
170310203023,2320,6,99.7399978638,0.259999990463
170310204001,776,33,95.9199981689,4.07999992371
170310204002,1429,89,94.1399993896,5.86000013351
170310204003,1899,21,98.9100036621,1.09000003338
170310205001,2297,102,95.75,4.25
170310205002,909,42,95.5800018311,4.42000007629
170310205003,1721,40,97.7300033569,2.26999998093
170310205004,1051,59,94.6800003052,5.32000017166
170310206011,1826,12,99.3499984741,0.649999976158
170310206012,2111,942,69.1500015259,30.8500003815
170310206013,785,702,52.7900009155,47.2099990845
170310206021,1136,0,100.0,0.0
170310206022,1121,0,100.0,0.0
170310206023,634,443,58.8699989319,41.1300010681
170310206024,949,22,97.7300033569,2.26999998093
170310207011,820,21,97.5,2.5
170310207012,866,6,99.3099975586,0.689999997616
170310207021,1765,155,91.9300003052,8.06999969482
170310207022,2300,282,89.0800018311,10.9200000763
170310207023,1745,14,99.1999969482,0.800000011921
170310207024,1023,5,99.5100021362,0.490000009537
170310208011,1606,19,98.8300018311,1.16999995708
170310208012,1052,71,93.6800003052,6.32000017166
170310208013,811,372,68.5500030518,31.4500007629
170310208014,1521,0,100.0,0.0
170310208021,1019,0,100.0,0.0
170310208022,1780,0,100.0,0.0
170310208023,2450,171,93.4800033569,6.51999998093
170310208024,1343,153,89.7699966431,10.2299995422
170310209011,2048,28,98.6500015259,1.35000002384
170310209012,861,89,90.6299972534,9.36999988556
170310209013,2271,13,99.4300003052,0.569999992847
170310209021,2255,108,95.4300003052,4.57000017166
170310209022,1938,5,99.7399978638,0.259999990463
170310301011,980,125,88.6900024414,11.3100004196
170310301012,507,61,89.2600021362,10.7399997711
170310301013,1101,0,100.0,0.0
170310301014,1118,18,98.4199981689,1.58000004292
170310301021,812,106,88.4499969482,11.5500001907
170310301022,971,76,92.7399978638,7.26000022888
170310301023,1126,245,82.1299972534,17.8700008392
170310301031,306,547,35.8699989319,64.1299972534
170310301032,258,689,27.2399997711,72.7600021362
170310301041,1072,1884,36.2700004578,63.7299995422
170310301042,87,591,12.8299999237,87.1699981689
170310302001,1750,0,100.0,0.0
170310302002,1252,68,94.8499984741,5.15000009537
170310302003,1009,19,98.1500015259,1.85000002384
170310302004,1288,10,99.2300033569,0.769999980927
170310303001,1673,0,100.0,0.0
170310303002,1529,13,99.1600036621,0.839999973774
170310304001,1138,234,82.9400024414,17.0599994659
170310304002,1221,90,93.1399993896,6.86000013351
170310305001,1154,0,100.0,0.0
170310305002,1933,15,99.2300033569,0.769999980927
170310305003,1552,44,97.2399978638,2.75999999046
170310305004,1597,40,97.5599975586,2.44000005722
170310306011,1145,0,100.0,0.0
170310306012,761,199,79.2699966431,20.7299995422
170310306013,1879,17,99.0999984741,0.899999976158
170310306031,879,127,87.3799972534,12.6199998856
170310306032,1179,15,98.7399978638,1.25999999046
170310306041,859,376,69.5500030518,30.4500007629
170310306042,245,577,29.8099994659,70.1900024414
170310306043,796,9,98.8799972534,1.12000000477
170310307011,1487,105,93.4000015259,6.59999990463
170310307021,978,0,100.0,0.0
170310307022,652,0,100.0,0.0
170310307031,907,131,87.3799972534,12.6199998856
170310307032,442,67,86.8399963379,13.1599998474
170310307033,1479,52,96.5999984741,3.40000009537
170310307061,1024,375,73.1999969482,26.7999992371
170310307062,1248,632,66.3799972534,33.6199989319
170310308001,1019,0,100.0,0.0
170310308002,1191,0,100.0,0.0
170310308003,1034,0,100.0,0.0
170310308004,899,140,86.5299987793,13.470000267
170310309001,553,11,98.0500030518,1.95000004768
170310309002,732,156,82.4300003052,17.5699996948
170310309003,837,60,93.3099975586,6.69000005722
170310309004,688,18,97.4499969482,2.54999995232
170310310001,917,62,93.6699981689,6.32999992371
170310310002,954,97,90.7699966431,9.22999954224
170310310003,1080,530,67.0800018311,32.9199981689
170310311001,1834,68,96.4199981689,3.57999992371
170310311002,703,268,72.4000015259,27.6000003815
170310311003,1252,281,81.6699981689,18.3299999237
170310312001,1549,47,97.0599975586,2.94000005722
170310312002,1504,148,91.0400009155,8.96000003815
170310312003,1001,67,93.7300033569,6.26999998093
170310312004,1464,0,100.0,0.0
170310313001,1351,0,100.0,0.0
170310313002,1240,0,100.0,0.0
170310313003,656,38,94.5199966431,5.48000001907
170310313004,2250,54,97.6600036621,2.33999991417
170310313005,1342,54,96.1299972534,3.86999988556
170310314001,1144,162,87.5999984741,12.3999996185
170310314002,636,15,97.6999969482,2.29999995232
170310314003,1073,0,100.0,0.0
170310314004,100,0,100.0,0.0
170310314005,1067,0,100.0,0.0
170310314006,779,1,99.8700027466,0.129999995232
170310315011,897,0,100.0,0.0
170310315012,1964,0,100.0,0.0
170310315013,1115,0,100.0,0.0
170310315021,1443,0,100.0,0.0
170310315022,1118,35,96.9599990845,3.03999996185
170310315023,1781,0,100.0,0.0
170310317001,1924,61,96.9300003052,3.06999993324
170310317002,1650,233,87.6299972534,12.3699998856
170310317003,1580,33,97.9499969482,2.04999995232
170310317004,1269,0,100.0,0.0
170310318001,1820,12,99.3399963379,0.660000026226
170310319001,1094,12,98.9199981689,1.08000004292
170310319002,1183,22,98.1699981689,1.83000004292
170310321001,1656,164,90.9899978638,9.01000022888
170310321002,1129,45,96.1699981689,3.82999992371
170310321003,1576,80,95.1699981689,4.82999992371
170310321004,1441,0,100.0,0.0
170310321005,950,1,99.8899993896,0.109999999404
170310401001,1045,421,71.2799987793,28.7199993134
170310401002,1523,12,99.2200012207,0.77999997139
170310401003,1020,42,96.0500030518,3.95000004768
170310402011,1205,39,96.8600006104,3.1400001049
170310402012,1749,19,98.9300003052,1.07000005245
170310402013,1468,6,99.5899963379,0.409999996424
170310402014,1750,14,99.2099990845,0.790000021458
170310402021,58,946,5.78000020981,94.2200012207
170310402022,2371,266,89.9100036621,10.0900001526
170310402023,459,970,32.1199989319,67.8799972534
170310402024,1145,992,53.5800018311,46.4199981689
170310403001,996,48,95.4000015259,4.59999990463
170310403002,1286,3,99.7699966431,0.230000004172
170310403003,742,44,94.4000015259,5.59999990463
170310404011,865,0,100.0,0.0
170310404012,592,22,96.4199981689,3.57999992371
170310404013,625,0,100.0,0.0
170310404014,974,0,100.0,0.0
170310404021,669,16,97.6600036621,2.33999991417
170310404022,577,51,91.8799972534,8.11999988556
170310404023,1227,0,100.0,0.0
170310404024,597,75,88.8399963379,11.1599998474
170310404025,1258,7,99.4499969482,0.550000011921
170310406001,603,20,96.7900009155,3.21000003815
170310406002,1002,0,100.0,0.0
170310406003,822,20,97.6200027466,2.38000011444
170310407001,778,0,100.0,0.0
170310407002,816,0,100.0,0.0
170310407003,828,35,95.9400024414,4.05999994278
170310407004,638,3,99.5299987793,0.469999998808
170310408001,726,14,98.1100006104,1.88999998569
