bgrp,IBuff_Pop,SBuff_Pop,Buff_Pop,Buff_Pct,Lane_PctSB,Lane_PctIB
170311002004,784,102,886,97.1500015259,11.3299999237,88.6699981689
170311002005,1046,46,1092,98.2900009155,19.0699996948,80.9300003052
170311002006,580,216,796,89.4400024414,43.5600013733,56.4399986267
170311002007,505,160,665,88.6699981689,29.5599994659,70.4400024414
170311003001,722,289,1011,90.3499984741,54.6500015259,45.3499984741
170311003002,1219,76,1295,95.8499984741,26.4300003052,73.5699996948
170311003003,221,138,359,51.4300003052,0.0,0.0
170311003004,840,216,1056,97.2399978638,48.4500007629,51.5499992371
170311003005,662,144,806,89.1600036621,47.6100006104,52.3899993896
170311003006,512,263,775,77.8899993896,55.9700012207,44.0299987793
170311004001,723,110,833,100.0,58.0400009155,41.9599990845
170311004002,596,295,891,100.0,58.75,41.25
170311004003,1086,238,1324,98.2900009155,46.2200012207,53.7799987793
170311005001,813,60,873,88.9000015259,13.9099998474,86.0899963379
170311005002,640,43,683,98.8399963379,14.5799999237,85.4199981689
170311005003,354,48,402,42.9900016785,0.0,0.0
170311005004,818,332,1150,85.6900024414,57.3600006104,42.6399993896
170311005005,1156,307,1463,80.5199966431,42.1599998474,57.8400001526
170311006001,1019,6,1025,97.9000015259,12.4499998093,87.5500030518
