bgrp,IBuff_Pop,SBuff_Pop,Buff_Pop,Buff_Pct,Lane_PctSB,Lane_PctIB
170313204001,758,0,758,30.1599998474,42.4500007629,57.5499992371
170313206001,1443,0,1443,80.2600021362,58.9099998474,41.0900001526
170313206002,1928,0,1928,84.8199996948,0.0,100.0
170313301001,2947,0,2947,87.0299987793,1.07000005245,98.9300003052
170313301002,4098,12,4110,94.1399993896,1.63999998569,98.3600006104
170313301003,5405,0,5405,97.2799987793,1.62000000477,98.3799972534
170313301004,3077,84,3161,100.0,20.9899997711,79.0100021362
170313302001,812,264,1076,99.8099975586,81.5299987793,18.4699993134
170313302002,1831,221,2052,69.6299972534,12.6099996567,87.3899993896
170313403001,1385,194,1579,88.8600006104,13.6899995804,86.3099975586
170313404001,1763,0,1763,96.0800018311,14.8100004196,85.1900024414
170313405001,1258,181,1439,94.7300033569,21.2700004578,78.7300033569
170313406001,720,150,870,95.3899993896,18.4300003052,81.5699996948
170313501001,205,627,832,99.8799972534,62.6699981689,37.3300018311
170313501002,370,854,1224,100.0,59.9300003052,40.0699996948
170313504001,371,4,375,97.6600036621,68.3499984741,31.6499996185
170313510001,548,40,588,100.0,48.4399986267,51.5600013733
170313510002,267,447,714,94.4400024414,49.5200004578,50.4799995422
170313510003,837,776,1613,88.9199981689,72.3000030518,27.7000007629
170313511001,1181,695,1876,100.0,24.0900001526,75.9100036621
170313511002,32,11,43,62.3199996948,0.0,0.0
170313511003,-99999,-99999,-99999,-99999.0,6.0,94.0
170313514001,1415,6,1421,100.0,28.1100006104,71.8899993896
170313515001,0,0,0,0.0,35.2400016785,64.7600021362
170313515002,255,0,255,100.0,16.9300003052,83.0699996948
170313602001,1217,199,1416,94.6500015259,39.5299987793,60.4700012207
170313801001,1614,176,1790,92.4100036621,27.9699993134,72.0299987793
170313802001,288,63,351,100.0,38.4599990845,61.5400009155
170313802002,1150,179,1329,100.0,0.0,100.0
170313805001,687,0,687,92.0899963379,39.6899986267,60.3100013733
170313807001,1234,0,1234,98.0100021362,37.2099990845,62.7900009155
170313812001,363,258,621,97.1800003052,72.6999969482,27.2999992371
170313812002,1381,0,1381,100.0,20.7999992371,79.1999969482
170313814001,1578,25,1603,96.2200012207,26.8500003815,73.1500015259
170313815001,236,0,236,96.7200012207,18.1800003052,81.8199996948
170313817001,-99999,-99999,-99999,-99999.0,43.2799987793,56.7200012207
170313818001,664,46,710,99.3000030518,43.0200004578,56.9799995422
170313818002,474,0,474,98.75,25.2800006866,74.7200012207
170313819001,443,65,508,87.4400024414,10.0399999619,89.9599990845
170313819002,568,117,685,92.9400024414,43.4099998474,56.5900001526
170313901001,703,507,1210,97.3499984741,46.9199981689,53.0800018311
170313902001,303,92,395,40.8100013733,0.0,100.0
170313902002,369,253,622,71.3300018311,11.8699998856,88.1299972534
170313903001,806,6,812,100.0,57.3899993896,42.6100006104
170313903002,1685,246,1931,95.4100036621,63.6899986267,36.3100013733
170313904001,955,300,1255,99.3700027466,47.7000007629,52.2999992371
170313904002,1084,588,1672,98.8799972534,79.4100036621,20.5900001526
170313905001,1064,515,1579,100.0,74.9300003052,25.0699996948
170313906001,454,346,800,96.7399978638,74.0599975586,25.9400005341
170313906002,588,435,1023,89.1900024414,84.9599990845,15.0399999619
170313907001,1426,22,1448,99.8600006104,55.3699989319,44.6300010681
170313907002,838,494,1332,96.3799972534,41.4399986267,58.5600013733
170313907003,2423,275,2698,100.0,52.1399993896,47.8600006104
170314003001,1531,1,1532,94.6299972534,64.0800018311,35.9199981689
170314004001,1268,28,1296,100.0,9.14999961853,90.8499984741
170314004002,634,25,659,100.0,12.4300003052,87.5699996948
170314005001,1101,0,1101,91.8300018311,19.4300003052,80.5699996948
170314005002,1082,0,1082,98.6299972534,21.8500003815,78.1500015259
170314008001,875,0,875,96.5800018311,6.88000011444,93.1200027466
170314008002,1758,0,1758,96.4899978638,10.3299999237,89.6699981689
170314101001,605,38,643,98.0199966431,46.8100013733,53.1899986267
170314101002,1150,4,1154,99.6500015259,59.4599990845,40.5400009155
170314102001,506,937,1443,100.0,82.1999969482,17.7999992371
170314105001,706,443,1149,92.1399993896,83.5500030518,16.4500007629
170314105002,1132,153,1285,100.0,41.7400016785,58.2599983215
170314106001,443,652,1095,82.7699966431,90.4800033569,9.52000045776
170314106002,513,459,972,95.8600006104,75.1500015259,24.8500003815
170314107001,1195,737,1932,89.7799987793,59.2900009155,40.7099990845
170314108001,570,331,901,90.6399993896,46.6300010681,53.3699989319
170314108002,806,77,883,54.2099990845,19.7299995422,80.2699966431
170314109001,549,187,736,100.0,58.8699989319,41.1300010681
170314109002,506,64,570,88.9199981689,56.3800010681,43.6199989319
170314109003,1232,300,1532,100.0,58.2799987793,41.7200012207
170314110001,1199,0,1199,100.0,28.2600002289,71.7399978638
170314110002,384,175,559,100.0,62.0099983215,37.9900016785
170314110003,1546,5,1551,97.3000030518,70.8899993896,29.1100006104
170314111001,531,318,849,86.1100006104,47.9300003052,52.0699996948
170314111002,246,561,807,74.0400009155,70.4300003052,29.5699996948
170314112001,521,483,1004,92.9599990845,71.7600021362,28.2399997711
170314112002,77,365,442,74.0400009155,67.1200027466,32.8800010681
170314201001,1337,64,1401,99.7900009155,62.9199981689,37.0800018311
170314202001,1541,126,1667,96.3000030518,9.52000045776,90.4800033569
170314203001,2071,338,2409,99.1399993896,19.5599994659,80.4400024414
170314204001,989,272,1261,93.1299972534,30.1800003052,69.8199996948
170314205001,767,410,1177,89.9800033569,46.1199989319,53.8800010681
170314205002,1203,116,1319,99.0199966431,31.7900009155,68.2099990845
170314206001,861,161,1022,98.9400024414,12.8900003433,87.1100006104
170314206002,1099,16,1115,95.3799972534,12.1700000763,87.8300018311
170314207001,548,0,548,99.0999984741,0.0,100.0
170314207002,505,0,505,100.0,10.4099998474,89.5899963379
170314207003,630,80,710,83.3300018311,31.5,68.5
170314207004,518,34,552,87.0699996948,7.30000019073,92.6999969482
170314207005,710,0,710,95.8199996948,1.5,98.5
170314208001,899,0,899,85.7799987793,0.0,100.0
170314208002,1087,22,1109,91.1299972534,12.0699996948,87.9300003052
170314212001,639,0,639,99.8399963379,12.2399997711,87.7600021362
170314212002,724,0,724,100.0,7.30000019073,92.6999969482
170314301011,570,0,570,73.1699981689,17.2399997711,82.7600021362
170314301012,800,0,800,100.0,15.0699996948,84.9300003052
170314301013,675,21,696,76.9899978638,27.1800003052,72.8199996948
170314301014,1251,31,1282,100.0,18.3600006104,81.6399993896
170314301021,1091,168,1259,98.5899963379,53.4199981689,46.5800018311
170314301022,740,0,740,100.0,7.75,92.25
170314301023,555,182,737,81.0800018311,0.0,0.0
170314302001,560,31,591,93.3600006104,33.7299995422,66.2699966431
170314302002,451,29,480,97.7600021362,16.5900001526,83.4100036621
170314302003,714,42,756,89.4700012207,14.8100004196,85.1900024414
170314302004,535,524,1059,90.8199996948,0.0,0.0
170314302005,1257,302,1559,97.0100021362,55.0600013733,44.9399986267
170314303001,1050,0,1050,96.6900024414,1.94000005722,98.0599975586
170314303002,456,86,542,92.1800003052,16.8799991608,83.1200027466
170314303003,372,87,459,70.1800003052,22.1599998474,77.8399963379
170314304001,528,23,551,99.6399993896,8.06999969482,91.9300003052
170314304002,409,108,517,65.6900024414,37.5600013733,62.4399986267
170314304003,628,0,628,73.8000030518,0.0,100.0
170314304004,672,0,672,98.8199996948,9.46000003815,90.5400009155
170314305001,1337,0,1337,99.6299972534,0.219999998808,99.7799987793
170314305002,976,118,1094,83.7699966431,23.2900009155,76.7099990845
170314305003,878,0,878,91.3600006104,4.61999988556,95.3799972534
170314306001,466,0,466,85.8199996948,1.08000004292,98.9199981689
170314306002,1014,8,1022,88.0999984741,4.96000003815,95.0400009155
170314307001,1036,120,1156,100.0,20.1900005341,79.8099975586
170314307002,983,0,983,87.8499984741,6.69999980927,93.3000030518
170314308001,717,7,724,90.2699966431,13.529999733,86.4700012207
170314308002,978,0,978,100.0,15.970000267,84.0299987793
170314309001,836,112,948,85.25,5.44000005722,94.5599975586
170314309002,661,40,701,96.0299987793,14.220000267,85.7799987793
170314312001,1396,71,1467,90.6100006104,23.2700004578,76.7300033569
170314312002,1316,81,1397,91.1900024414,21.3400001526,78.6600036621
170314313011,590,73,663,100.0,29.0300006866,70.9700012207
170314313012,1421,70,1491,91.9199981689,27.0599994659,72.9400024414
170314313013,1200,0,1200,100.0,11.3500003815,88.6500015259
170314313021,1238,0,1238,100.0,7.78999996185,92.2099990845
170314313022,1250,21,1271,99.2200012207,11.4099998474,88.5899963379
170314313023,1206,290,1496,92.5199966431,28.3400001526,71.6600036621
170314314001,2591,267,2858,100.0,27.6499996185,72.3499984741
170314314002,1419,38,1457,95.5999984741,27.2800006866,72.7200012207
170314314003,1587,186,1773,96.5699996948,40.3100013733,59.6899986267
170314314004,48,96,144,71.6399993896,79.0699996948,20.9300003052
170314401011,1031,15,1046,76.1299972534,5.34999990463,94.6500015259
170314401012,787,0,787,93.25,0.0,100.0
170314401013,240,0,240,66.8499984741,0.0,0.0
170314401014,1126,0,1126,95.0199966431,11.4399995804,88.5599975586
170314401021,812,1,813,90.6399993896,11.3599996567,88.6399993896
170314401022,634,0,634,99.8399963379,4.76000022888,95.2399978638
170314401023,773,0,773,95.9100036621,22.8700008392,77.1299972534
170314401024,774,0,774,100.0,26.0599994659,73.9400024414
170314402011,1280,0,1280,100.0,19.8099994659,80.1900024414
170314402012,1031,209,1240,81.5800018311,3.6400001049,96.3600006104
170314402013,724,0,724,100.0,0.0,100.0
170314402014,1057,467,1524,98.7699966431,45.9900016785,54.0099983215
170314402021,828,276,1104,97.6999969482,41.3899993896,58.6100006104
170314402022,830,332,1162,99.4899978638,29.1700000763,70.8300018311
170314402023,440,190,630,91.4400024414,49.9799995422,50.0200004578
170314403001,587,128,715,98.6200027466,35.6800003052,64.3199996948
170314403002,1086,285,1371,98.5599975586,35.0999984741,64.9000015259
170314403003,454,50,504,79.6200027466,22.4200000763,77.5800018311
170314403004,669,159,828,81.5,28.0,72.0
170314403005,952,2,954,95.3000030518,14.9899997711,85.0100021362
170314406001,517,196,713,83.7799987793,36.2299995422,63.7700004578
170314406002,831,170,1001,81.7799987793,23.1599998474,76.8399963379
170314407001,641,37,678,90.1600036621,19.8700008392,80.1299972534
170314407002,715,31,746,94.9100036621,22.2099990845,77.7900009155
170314408001,767,85,852,100.0,17.1499996185,82.8499984741
170314408002,758,142,900,99.3399963379,13.1800003052,86.8199996948
170314409001,750,0,750,74.8499984741,0.0,100.0
170314409002,620,3,623,85.6900024414,9.25,90.75
170314409003,387,163,550,62.0099983215,48.7599983215,51.2400016785
170314503001,1200,19,1219,92.2799987793,26.1100006104,73.8899993896
170314503002,629,26,655,94.2399978638,14.7399997711,85.2600021362
170314503003,871,61,932,95.7900009155,19.4099998474,80.5899963379
170314503004,573,0,573,87.8799972534,35.6899986267,64.3099975586
170314601001,1105,69,1174,95.5199966431,18.6900005341,81.3099975586
170314601002,454,241,695,100.0,68.8799972534,31.1200008392
170314601003,554,181,735,100.0,60.7999992371,39.2000007629
170314601004,751,0,751,100.0,18.3700008392,81.6299972534
170314602001,863,43,906,89.0899963379,11.0600004196,88.9400024414
170314602002,1266,74,1340,98.4599990845,25.4500007629,74.5500030518
170314603011,637,169,806,67.0500030518,0.0,100.0
170314603012,852,233,1085,99.7200012207,28.9300003052,71.0699996948
170314603013,642,130,772,71.2200012207,0.0,100.0
170314603021,691,0,691,100.0,2.0,98.0
170314603022,511,131,642,66.1200027466,0.0,0.0
170314603023,589,213,802,100.0,21.6299991608,78.3700027466
170314603024,864,155,1019,75.8700027466,17.9899997711,82.0100021362
170314604001,1113,92,1205,95.3300018311,34.0299987793,65.9700012207
170314604002,358,304,662,92.5899963379,59.7900009155,40.2099990845
170314604003,701,63,764,87.9199981689,38.4000015259,61.5999984741
170314604004,707,140,847,94.2200012207,39.3199996948,60.6800003052
170314605001,586,121,707,93.2699966431,30.0100002289,69.9899978638
170314605002,411,244,655,93.7099990845,56.7099990845,43.2900009155
170314605003,1107,1,1108,97.9700012207,18.5300006866,81.4700012207
170314605004,563,39,602,98.2099990845,15.5600004196,84.4400024414
170314605005,627,99,726,93.0800018311,28.2099990845,71.7900009155
170314605006,581,77,658,87.8499984741,42.2299995422,57.7700004578
170314605007,1045,23,1068,97.4499969482,19.4799995422,80.5199966431
170314606001,1129,42,1171,97.8300018311,17.8500003815,82.1500015259
170314607001,1017,187,1204,92.4700012207,36.4199981689,63.5800018311
170314607002,790,4,794,95.0899963379,5.90999984741,94.0899963379
170314607003,1152,0,1152,100.0,19.2900009155,80.7099990845
170314610001,1267,77,1344,92.5,6.98999977112,93.0100021362
170314701001,279,20,299,20.9699993134,10.1199998856,89.8799972534
170314701002,156,44,200,13.2600002289,45.1699981689,54.8300018311
170314801001,810,81,891,96.0100021362,26.0900001526,73.9100036621
170314801002,857,136,993,90.3499984741,37.0900001526,62.9099998474
170314802001,645,0,645,100.0,2.28999996185,97.7099990845
170314802002,394,15,409,67.4899978638,12.4799995422,87.5199966431
170314803001,626,0,626,72.1999969482,0.0,100.0
170314803002,548,0,548,98.3799972534,0.709999978542,99.2900009155
170314804001,177,5,182,21.3600006104,0.0,0.0
170314804002,3,0,3,0.389999985695,0.0,0.0
170314804003,536,373,909,78.2900009155,43.0099983215,56.9900016785
170314804004,505,149,654,81.6500015259,35.1300010681,64.8700027466
170314804005,506,4,510,82.1299972534,37.1899986267,62.8100013733
170314804006,596,103,699,85.6600036621,40.2299995422,59.7700004578
170314804007,608,116,724,82.4599990845,47.3800010681,52.6199989319
170314805001,516,338,854,76.25,66.7099990845,33.2900009155
170314805002,860,74,934,96.9899978638,22.1700000763,77.8300018311
170314805003,1059,41,1100,99.0999984741,25.8899993896,74.1100006104
170314903001,887,37,924,82.9400024414,14.4300003052,85.5699996948
170314903002,592,183,775,83.4199981689,27.6800003052,72.3199996948
170314904001,956,66,1022,96.9599990845,22.5200004578,77.4800033569
170314905001,919,81,1000,97.5599975586,36.2000007629,63.7999992371
170314905002,991,48,1039,85.3000030518,48.3100013733,51.6899986267
170314906001,1454,52,1506,96.6600036621,26.0400009155,73.9599990845
170314907001,755,185,940,99.4700012207,48.0900001526,51.9099998474
170314907002,741,10,751,100.0,15.029999733,84.9700012207
170314907003,1187,131,1318,94.3499984741,26.6800003052,73.3199996948
170314908001,713,47,760,100.0,40.6800003052,59.3199996948
170314908002,743,16,759,100.0,32.6100006104,67.3899993896
170314908003,1057,7,1064,100.0,20.9699993134,79.0299987793
170314908004,629,0,629,96.7699966431,13.3000001907,86.6999969482
170314908005,664,78,742,98.9300003052,17.4400005341,82.5599975586
170314909011,1408,158,1566,100.0,52.3300018311,47.6699981689
170314909012,856,329,1185,91.9300003052,24.5300006866,75.4700012207
170314909013,861,93,954,90.8600006104,73.5699996948,26.4300003052
170314909021,741,88,829,100.0,48.7099990845,51.2900009155
170314909022,1499,378,1877,89.9800033569,29.8600006104,70.1399993896
170314909023,806,407,1213,91.8899993896,46.7299995422,53.2700004578
170314909024,718,114,832,100.0,38.1399993896,61.8600006104
170314910001,509,14,523,87.0199966431,20.0900001526,79.9100036621
170314910002,931,218,1149,94.1800003052,29.8600006104,70.1399993896
170314910003,92,57,149,31.2399997711,25.4400005341,74.5599975586
170314910004,1205,133,1338,95.9100036621,33.4900016785,66.5100021362
170314910005,972,238,1210,74.1399993896,19.4300003052,80.5699996948
170314911001,430,71,501,74.0,24.0400009155,75.9599990845
170314911002,301,334,635,81.4100036621,66.5500030518,33.4500007629
170314911003,461,96,557,64.4700012207,3.90000009537,96.0999984741
170314911004,1053,88,1141,91.5,22.4500007629,77.5500030518
170314911005,834,71,905,95.5599975586,13.5200004578,86.4800033569
170314912001,642,90,732,67.8399963379,17.2700004578,82.7300033569
170314912002,564,82,646,87.0599975586,12.0,88.0
170314912003,557,28,585,90.9800033569,11.8699998856,88.1299972534
170314913001,736,109,845,94.4100036621,20.7700004578,79.2300033569
170314913002,537,69,606,91.4000015259,33.7799987793,66.2200012207
170314913003,402,87,489,70.5599975586,14.2899999619,85.7099990845
170314913004,251,200,451,69.4899978638,51.8199996948,48.1800003052
170314914001,903,0,903,100.0,44.6699981689,55.3300018311
170314914002,521,142,663,80.9499969482,23.6800003052,76.3199996948
170314914003,1086,55,1141,92.0199966431,34.5400009155,65.4599990845
170315001001,597,12,609,84.2300033569,9.60000038147,90.4000015259
170315001002,201,64,265,37.9099998474,0.0,100.0
170315001003,441,159,600,70.5899963379,13.0399999619,86.9599990845
170315001004,1204,131,1335,97.7300033569,25.4799995422,74.5199966431
170315002001,683,243,926,66.9100036621,22.4500007629,77.5500030518
170315002002,365,217,582,95.25,26.8500003815,73.1500015259
170315003001,273,139,412,67.3199996948,18.4099998474,81.5899963379
170315003002,887,122,1009,96.2799987793,42.2799987793,57.7200012207
170315101001,1055,124,1179,79.6600036621,8.27999973297,91.7200012207
170315101002,108,0,108,5.36999988556,8.36999988556,91.6299972534
170315102001,878,108,986,100.0,28.7199993134,71.2799987793
170315102002,541,79,620,72.3499984741,0.0,0.0
170315102003,783,165,948,85.8700027466,16.9200000763,83.0800018311
170315103001,435,57,492,36.4700012207,43.2799987793,56.7200012207
170315103002,697,23,720,62.8300018311,24.3199996948,75.6800003052
170315103003,466,47,513,69.2300033569,18.3700008392,81.6299972534
170315103004,301,12,313,14.2700004578,6.96999979019,93.0299987793
170315201001,1886,138,2024,100.0,9.30000019073,90.6999969482
170315202001,789,16,805,96.2900009155,3.24000000954,96.7600021362
170315202002,1220,14,1234,86.1699981689,23.2399997711,76.7600021362
170315202003,1595,0,1595,96.5500030518,6.23999977112,93.7600021362
170315203001,1183,158,1341,73.8000030518,14.5500001907,85.4499969482
170315203002,1490,0,1490,100.0,15.7100000381,84.2900009155
170315203003,1106,140,1246,100.0,39.7299995422,60.2700004578
170315203004,799,564,1363,79.4300003052,63.1699981689,36.8300018311
170315204001,766,33,799,100.0,13.3599996567,86.6399993896
170315204002,966,25,991,97.4400024414,23.8299999237,76.1699981689
170315204003,987,37,1024,100.0,12.220000267,87.7799987793
170315204004,1218,4,1222,98.3099975586,5.86000013351,94.1399993896
170315205001,382,34,416,48.0400009155,21.0,79.0
170315205002,913,131,1044,49.8600006104,19.9500007629,80.0500030518
170315205003,0,0,0,0.0,0.0,0.0
170315206001,1452,567,2019,78.0400009155,32.2200012207,67.7799987793
170315301001,898,5,903,68.7699966431,11.5399999619,88.4599990845
170315301002,354,249,603,58.6599998474,52.5099983215,47.4900016785
170315302001,683,138,821,90.7200012207,27.8999996185,72.0999984741
170315302002,556,106,662,96.9300003052,29.1100006104,70.8899993896
170315302003,577,54,631,99.3700027466,18.3899993896,81.6100006104
170315302004,1186,230,1416,93.5299987793,26.6299991608,73.3700027466
170315302005,490,164,654,45.7999992371,0.0,0.0
170315303001,726,81,807,90.3700027466,13.5600004196,86.4400024414
170315303002,595,23,618,75.8300018311,16.1499996185,83.8499984741
170315303003,483,119,602,64.0400009155,23.6399993896,76.3600006104
170315303004,925,513,1438,90.6100006104,48.8800010681,51.1199989319
170315304001,341,22,363,36.2999992371,10.4499998093,89.5500030518
170315304002,570,70,640,52.3699989319,18.8500003815,81.1500015259
170315305011,890,117,1007,74.3199996948,7.73000001907,92.2699966431
170315305012,578,105,683,44.3800010681,13.6999998093,86.3000030518
170315305013,0,0,0,0.0,0.0,0.0
170315305014,806,466,1272,84.5199966431,43.9900016785,56.0099983215
170315305021,811,159,970,57.9500007629,38.4199981689,61.5800018311
170315305031,1046,187,1233,83.9899978638,43.7400016785,56.2599983215
170315305032,718,348,1066,48.9700012207,39.4900016785,60.5099983215
170315305033,966,242,1208,71.3099975586,24.9500007629,75.0500030518
170315306001,418,48,466,35.25,30.7999992371,69.1999969482
170315306002,292,481,773,82.0599975586,79.6399993896,20.3600006104
170315306003,428,258,686,79.1200027466,41.5600013733,58.4399986267
170315401011,442,126,568,46.0999984741,40.9700012207,59.0299987793
170315401012,419,220,639,73.0299987793,45.8300018311,54.1699981689
170315401013,227,40,267,21.8299999237,0.0,0.0
170315401014,0,0,0,0.0,13.029999733,86.9700012207
170315401021,539,206,745,87.9599990845,12.3400001526,87.6600036621
170315401022,1375,109,1484,98.6699981689,14.4799995422,85.5199966431
170315401023,131,22,153,19.2000007629,0.0,0.0
170315501001,728,75,803,76.4000015259,30.3600006104,69.6399993896
170315501002,251,117,368,45.8899993896,19.7900009155,80.2099990845
170315501003,1035,314,1349,93.8799972534,25.4200000763,74.5800018311
170315501004,399,79,478,59.0900001526,14.3699998856,85.6299972534
170315501005,199,71,270,35.4799995422,11.1199998856,88.8799972534
170315501006,174,26,200,11.779999733,0.0,0.0
170315502001,964,28,992,52.7900009155,3.1400001049,96.8600006104
170315502002,689,144,833,84.6500015259,18.6900005341,81.3099975586
170315601001,1274,54,1328,98.1500015259,23.3199996948,76.6800003052
170315602001,73,103,176,59.2599983215,81.0500030518,18.9500007629
170315602002,0,0,0,0.0,36.6100006104,63.3899993896
170315602003,460,2,462,33.0,0.0,100.0
170315603001,680,0,680,39.9099998474,2.73000001907,97.2699966431
170315603002,680,15,695,47.7299995422,0.0,100.0
170315604001,1457,0,1457,96.1100006104,4.73999977112,95.2600021362
170315607001,1220,90,1310,98.4199981689,15.1899995804,84.8099975586
170315607002,1864,14,1878,87.8399963379,3.3900001049,96.6100006104
170315608001,1016,19,1035,87.7900009155,5.98000001907,94.0199966431
170315608002,980,0,980,65.8600006104,1.86000001431,98.1399993896
170315608003,425,0,425,49.7700004578,7.28999996185,92.7099990845
170315608004,366,13,379,49.4099998474,10.2399997711,89.7600021362
170315608005,427,0,427,38.5400009155,6.78000020981,93.2200012207
170315609001,339,15,354,32.2999992371,7.21999979019,92.7799987793
170315609002,196,0,196,31.8199996948,0.0,100.0
170315609003,349,0,349,39.1300010681,0.0,100.0
170315609004,572,19,591,58.1100006104,2.6400001049,97.3600006104
170315609005,263,227,490,74.8099975586,84.6299972534,15.3699998856
170315609006,678,20,698,83.8899993896,5.38000011444,94.6200027466
170315610001,931,63,994,100.0,17.2600002289,82.7399978638
170315610002,201,9,210,33.9799995422,5.30000019073,94.6999969482
170315610003,298,9,307,30.6700000763,3.70000004768,96.3000030518
170315610004,208,24,232,34.4700012207,9.85000038147,90.1500015259
170315610005,374,0,374,37.4700012207,1.72000002861,98.2799987793
170315610006,832,15,847,96.25,2.00999999046,97.9899978638
170315611001,668,54,722,100.0,22.5400009155,77.4599990845
170315611002,0,11,11,1.37999999523,0.0,0.0
170315611003,500,69,569,76.3799972534,20.4500007629,79.5500030518
170315611004,434,9,443,37.7700004578,8.56000041962,91.4400024414
170315611005,491,22,513,39.3100013733,21.0799999237,78.9199981689
170315611006,533,122,655,94.9300003052,37.2000007629,62.7999992371
170315701001,1180,12,1192,90.5100021362,16.2800006866,83.7200012207
170315702001,1609,30,1639,84.0100021362,14.0600004196,85.9400024414
170315703001,1277,0,1277,93.0800018311,0.0,100.0
170315703002,1000,0,1000,100.0,2.5,97.5
170315703003,1123,9,1132,74.7699966431,4.75,95.25
170315703004,1630,70,1700,76.3700027466,10.8199996948,89.1800003052
170315704001,920,0,920,100.0,12.7899999619,87.2099990845
170315704002,647,15,662,96.3600006104,18.5499992371,81.4499969482
170315705001,836,88,924,95.5500030518,7.48999977112,92.5100021362
170315705002,876,85,961,64.2799987793,23.2199993134,76.7799987793
170315801001,1342,14,1356,95.4300003052,7.65000009537,92.3499984741
170315801002,1469,75,1544,97.5400009155,16.0499992371,83.9499969482
170315802001,1336,35,1371,95.3399963379,29.5499992371,70.4499969482
170315802002,1821,259,2080,100.0,32.4199981689,67.5800018311
170315803001,1104,398,1502,61.6100006104,24.4799995422,75.5199966431
170315804001,792,0,792,61.6300010681,3.51999998093,96.4800033569
170315804002,1149,0,1149,98.5400009155,10.1700000763,89.8300018311
170315804003,1266,0,1266,100.0,7.23999977112,92.7600021362
170315804004,1009,0,1009,91.0599975586,1.19000005722,98.8099975586
170315805011,1259,32,1291,97.6600036621,14.3699998856,85.6299972534
170315805012,721,33,754,96.7900009155,2.84999990463,97.1500015259
170315805013,1546,79,1625,99.4499969482,5.15000009537,94.8499984741
170315805014,1283,75,1358,99.1999969482,27.9899997711,72.0100021362
170315805021,1092,65,1157,94.7600021362,12.6400003433,87.3600006104
170315805022,261,0,261,17.2099990845,0.0,0.0
170315805023,1902,50,1952,73.8300018311,6.28999996185,93.7099990845
170315806001,407,0,407,42.75,2.75,97.25
170315806002,891,0,891,65.9000015259,0.0,100.0
170315806003,90,0,90,5.63999986649,0.0,0.0
170315806004,0,0,0,0.0,0.0,0.0
170315807001,867,25,892,73.9000015259,62.3899993896,37.6100006104
170315807002,2612,50,2662,89.7200012207,52.5800018311,47.4199981689
170315807003,1182,64,1246,66.1699981689,0.0,0.0
170315808001,1516,370,1886,94.4899978638,54.5499992371,45.4500007629
170315905001,1633,24,1657,92.9300003052,38.9799995422,61.0200004578
170315906001,1018,176,1194,100.0,41.3300018311,58.6699981689
170315906002,733,277,1010,81.0599975586,0.0,0.0
170315906003,1003,64,1067,98.25,23.7399997711,76.2600021362
170315907001,1351,0,1351,83.0400009155,1.23000001907,98.7699966431
170315907002,1443,0,1443,100.0,6.63999986649,93.3600006104
170316004001,924,100,1024,72.4700012207,0.0,0.0
170316004002,925,0,925,100.0,7.13999986649,92.8600006104
170316004003,1488,0,1488,95.0199966431,0.0,100.0
170316006001,1773,0,1773,96.5699996948,3.74000000954,96.2600021362
170316006002,908,0,908,99.0199966431,24.4300003052,75.5699996948
170316007001,1191,7,1198,99.8300018311,7.65000009537,92.3499984741
170316007002,1289,0,1289,93.4100036621,1.45000004768,98.5500030518
170316009001,679,0,679,97.9800033569,0.0,100.0
170316009002,1102,0,1102,100.0,10.6199998856,89.3799972534
170316009003,709,0,709,99.0199966431,0.259999990463,99.7399978638
170316009004,1028,147,1175,97.9199981689,14.3299999237,85.6699981689
170316103001,1007,0,1007,49.4099998474,6.53999996185,93.4599990845
170316103002,416,13,429,21.4799995422,0.0,100.0
170316103003,1559,62,1621,98.0599975586,14.1700000763,85.8300018311
170316104001,2056,0,2056,94.1800003052,1.25,98.75
170316108001,975,18,993,72.5899963379,10.7399997711,89.2600021362
170316110001,834,100,934,86.7200012207,26.3899993896,73.6100006104
170316111001,915,99,1014,100.0,27.7700004578,72.2300033569
170316111002,576,0,576,100.0,19.2399997711,80.7600021362
170316111003,1052,160,1212,92.4499969482,21.8500003815,78.1500015259
170316112001,859,62,921,79.3300018311,16.4799995422,83.5199966431
170316112002,1559,92,1651,96.8300018311,14.0799999237,85.9199981689
170316113001,837,12,849,98.9499969482,2.20000004768,97.8000030518
170316113002,1041,0,1041,92.7799987793,0.0,100.0
170316113003,1282,32,1314,86.1600036621,0.0,100.0
170316114001,1301,144,1445,83.8700027466,0.0,100.0
170316114002,790,121,911,94.3099975586,40.2299995422,59.7700004578
170316114003,1418,5,1423,97.3300018311,20.8299999237,79.1699981689
170316115001,1222,81,1303,100.0,18.7700004578,81.2300033569
170316115002,2088,76,2164,93.0400009155,27.3099994659,72.6900024414
170316116001,624,143,767,100.0,40.7400016785,59.2599983215
170316116002,585,207,792,93.7300033569,45.1699981689,54.8300018311
170316117001,497,88,585,88.0999984741,15.8400001526,84.1600036621
170316117002,436,146,582,92.0899963379,45.3600006104,54.6399993896
170316117003,536,145,681,98.1299972534,28.9300003052,71.0699996948
170316118001,1359,68,1427,97.1399993896,9.42000007629,90.5800018311
170316118002,575,25,600,95.0899963379,10.9099998474,89.0899963379
170316119001,1370,0,1370,97.7900009155,13.1899995804,86.8099975586
170316119002,548,16,564,84.9400024414,62.7799987793,37.2200012207
170316120001,471,61,532,99.4400024414,33.2999992371,66.6999969482
